Id,outfit_image,description,outfit,occasions,seasons
211,https://storage.googleapis.com/raven-media-bucket/image/outfits/211.jpeg,"Metallic shirt, leather pants, high-shine Chelsea boots",Pop Star Glam,"Nightclubs, parties, edgy and glamorous fashion, VIP events, fashion runway shows, parties, red carpet events, upscale restaurants, celebrity meet-and-greets","Cold, Winter"
212,https://storage.googleapis.com/raven-media-bucket/image/outfits/212.jpeg,"Oversized knit sweater, light-wash denim, high-tops",Boy Band Vibes,"Casual outings, concerts, relaxed and trendy look, karaoke nights, karaoke bars, shopping trips, casual date nights, movie premieres, coffee shop hangs, road trip","Cool, Cold"
213,https://storage.googleapis.com/raven-media-bucket/image/outfits/213.jpeg,"Fitted thermal shirt, distressed black jeans, boots",Minimalist Grunge,"Everyday wear, casual outings, minimalist grunge style, art gallery visits, bookstore explorations, cafe work sessions, neighborhood strolls, coffee shop","Cool, Cold"
214,https://storage.googleapis.com/raven-media-bucket/image/outfits/214.jpeg,"Patterned shirt, baggy trousers, white sneakers",Fresh Prince Retro,"Fun events, parties, vibrant and nostalgic fashion, costume parties, 90s-themed events, beach parties, tropical vacations, brunches with friends, street food festivals","Cool, Cold"
215,https://storage.googleapis.com/raven-media-bucket/image/outfits/215.jpeg,"Graphic hoodie, camouflage cargo pants, high-tops",Street Style Edge,"Street style, urban fashion, edgy and trendy look, city explorations, street art tours, travel, art district visits, shopping in vintage stores, skate park meetups","Cool, Cold"
216,https://storage.googleapis.com/raven-media-bucket/image/outfits/216.jpeg,"Vintage band tee, skinny ripped jeans, leather jacket",Rock 'n' Roll Rebel,"Concerts, rebellious fashion, rock-inspired style, live music venues, underground shows, art shows, tattoo expos, bar hopping, rock band jam sessions, night out","Cool, Cold"
217,https://storage.googleapis.com/raven-media-bucket/image/outfits/217.jpeg,"Turtleneck, plaid shirt, corduroy pants, Chelsea boots",Grunge Gentleman,"Semi-formal gatherings, trendy and layered style, upscale dinners, theater shows, art gallery openings, coffee shop, movie night, holiday parties, rooftop bars, jazz nights","Cold, Winter"
218,https://storage.googleapis.com/raven-media-bucket/image/outfits/218.jpeg,"Oversized sweatshirt, baggy denim, classic sneakers",Old School Hip-Hop,"Hip-hop culture, street style, urban fashion, rap battles, hip-hop dance classes, neighborhood block parties, basketball games, casual hangouts, community gatherings","Cool, Cold"
219,https://storage.googleapis.com/raven-media-bucket/image/outfits/219.jpeg,"Retro graphic tee, black jeans, fur-lined denim jacket",Indie Rocker,"Music shows, artistic events, vintage-inspired fashion, indie band concerts, casual weekend, open mic nights, weekend hangout, night out","Cool, Cold"
220,https://storage.googleapis.com/raven-media-bucket/image/outfits/220.jpeg,"Cashmere turtleneck, wool trousers, black coat, Chelsea boots",Monochrome Elegance,"Business meetings, formal events, upscale dinners, art gallery openings, theater shows, opera nights, winter weddings, sophisticated outings, cocktail parties, date nights, luxury shopping","Cold, Winter"
221,https://storage.googleapis.com/raven-media-bucket/image/outfits/221.jpeg,"Silk blend sweater, slim-fit trousers, camel overcoat, suede boots",Modern Minimalism,"Art exhibitions, minimalist parties, upscale brunches, museum visits, shopping, city explorations, professional meetings, gallery openings, cultural events, wine tastings","Cold, Winter"
222,https://storage.googleapis.com/raven-media-bucket/image/outfits/222.jpeg,"Merino wool sweater, denim jeans, quilted jacket, leather sneakers",Refined Casual,"Casual dinners, weekend getaways, coffee shop meetups, relaxed outings, park strolls, art walks, movie nights, winter vacations, countryside retreats, casual parties, pub outings","Cool, Cold"
223,https://storage.googleapis.com/raven-media-bucket/image/outfits/223.jpeg,"White dress shirt, flannel suit trousers, wool peacoat, Oxford shoes",Sophisticated Suiting,"Business meetings, formal occasions, corporate events, gala dinners, theater shows, weddings, black-tie events, charity fundraisers, awards ceremonies, luxury dining","Cold, Winter"
224,https://storage.googleapis.com/raven-media-bucket/image/outfits/224.jpeg,"Cashmere blend cardigan, black trousers, high-top sneakers",Urban Luxe,"Casual outings, city shopping, art gallery visits, weekend brunches, modern art shows, contemporary museum tours, street style, casual date nights, trendy coffee shops, relaxed gatherings","Cool, Cold"
225,https://storage.googleapis.com/raven-media-bucket/image/outfits/225.jpeg,"Cable-knit cashmere, tweed trousers, herringbone blazer, brogues",Timeless Classics,"upscale events, country club gatherings, countryside retreats, vineyard tours, vintage car exhibitions, upscale picnics, art gallery, afternoon tea, lounge meetup","Cold, Winter"
226,https://storage.googleapis.com/raven-media-bucket/image/outfits/226.jpeg,"Merino wool turtleneck, charcoal trousers, suede jacket, Chelsea boots",Effortless Elegance,"Concerts, evening outings, winter parties, upscale bars, business meeting, fine dinning, trendy speakeasies, live music venues, cocktail receptions, gallery openings, business casual","Cool, Cold"
227,https://storage.googleapis.com/raven-media-bucket/image/outfits/227.jpeg,"Alpaca sweater, cargo pants, parka, hiking boots",Urban Explorer,"Outdoor adventures, winter hikes, nature explorations, camping trips, forest photography, mountain retreats, winter sports, wilderness excursions, snowboarding, rugged outings","Cold, Winter"
228,https://storage.googleapis.com/raven-media-bucket/image/outfits/228.jpeg,"Mock neck sweater, slim-fit trousers, derby shoes",Modern Heritage,"Business meetings, formal dinners, heritage events, upscale parties, reoutings, classic car shows, art gallery openings, theater nights, opera performances, cultural events","Cold, Winter"
229,https://storage.googleapis.com/raven-media-bucket/image/outfits/229.jpeg,"Cashmere blend cardigan, tailored black trousers, sneakers",Casual Elegance,"Casual date nights, weekend getaways, coffee shop meetups, relaxed outings, park strolls, art walks, movie nights, winter vacations, countryside retreats, casual parties, pub outings","Cool, Cold"
230,https://storage.googleapis.com/raven-media-bucket/image/outfits/230.jpeg,"Half-zip cashmere sweater, jogger pants, puffer jacket, sneakers",Refined Sportswear,"Casual outdoor activities, city explorations, winter travel, urban hikes, weekend getaways, active sightseeing, trendy coffee shops, relaxed gatherings, winter weekends","Cool, Cold"
231,https://storage.googleapis.com/raven-media-bucket/image/outfits/231.jpeg,"Tonal silk-cashmere blend turtleneck, patterned wool trousers, wool coat, minimalist sneakers",Contemporary Chic,"Art gallery openings, modern art exhibitions, designer showrooms, upscale dinners, trendy fashion events, cocktail parties, sophisticated shopping, luxury boutiques, fashion launches","Cold, Winter"
232,https://storage.googleapis.com/raven-media-bucket/image/outfits/232.jpeg,"Cashmere roll neck, wool trousers, leather jacket, Chelsea boots",Urban Gentleman,"Business meetings, formal events, upscale dinners, art gallery openings, theater shows, opera nights, winter weddings, sophisticated outings, cocktail parties, date nights, luxury shopping","Cool, Cold"
233,https://storage.googleapis.com/raven-media-bucket/image/outfits/233.jpeg,"Textured wool henley, cargo pants, field jacket, hiking boots",City Explorer,"Urban explorations, city walk, casual weekend outings, winter hikes, running errand, outdoor adventures, neighborhood walks, winter sports, rugged outdoor excursions","Cold, Winter"
234,https://storage.googleapis.com/raven-media-bucket/image/outfits/234.jpeg,"Crewneck cashmere sweater, pinstripe trousers, double-breasted coat, monk strap shoes",Modern Classics,"Business meetings, formal dinners, upscale events, theater nights, black-tie occasions, luxury gatherings, cultural outings, opera performances, art gallery openings, stylish parties","Cold, Winter"
235,https://storage.googleapis.com/raven-media-bucket/image/outfits/235.jpeg,"Merino wool V-neck sweater, charcoal trousers, leather biker jacket, Chelsea boots",Relaxed Elegance,"Casual dinners, weekend getaways, coffee shop meetups, park strolls, art walks, movie nights, winter vacations, countryside retreats, casual parties, pub outings","Cool, Cold"
236,https://storage.googleapis.com/raven-media-bucket/image/outfits/236.jpeg,"Silk-cotton blend sweater, dark jeans, leather sneakers",Casual Sophistication,"Casual date nights, relaxed outings, weekend brunches, art walks, trendy coffee shops, museum visits, shopping trips, casual dinners, neighborhood strolls, pub hangouts","Cool, Cold"
237,https://storage.googleapis.com/raven-media-bucket/image/outfits/237.jpeg,"Cashmere turtleneck, wool trousers, leather jacket, dress shoes",Minimalist Luxe,"Upscale dinners, theater shows, art gallery openings, sophisticated parties, date nights, luxury shopping, formal events, cocktail receptions, elegant gatherings, winter weddings","Cold, Winter"
238,https://storage.googleapis.com/raven-media-bucket/image/outfits/238.jpeg,"Black silk shirt, charcoal trousers, plaid blazer, Chelsea boots",Grunge Formal,"Art gallery openings, weddings, formal events, upscale parties, music industry gatherings, cultural performances, upscale dinners, vintage fashion shows","Cool, Cold"
239,https://storage.googleapis.com/raven-media-bucket/image/outfits/239.jpeg,"Pastel dress shirt, pleated trousers, black Oxford shoes",Retro Suiting,"Formal weddings, proms, anniversary parties, charity galas, elegant receptions, black-tie events, classic theater nights, upscale dinners, milestone celebrations","Cool, mild, warm"
240,https://storage.googleapis.com/raven-media-bucket/image/outfits/240.jpeg,"Crisp white shirt, black suit trousers, long black coat, patent loafers",Minimalist Elegance,"Business meetings, formal presentations, corporate functions, awards ceremonies, upscale dinners, opera performances, charity fundraisers, luxury events","Cold, Winter"
241,https://storage.googleapis.com/raven-media-bucket/image/outfits/241.jpeg,"Velvet blazer, dark denim jeans, high-top sneakers",Hip-Hop Sophistication,"Music award shows, hip-hop events, after-parties, urban formal gatherings, bachelor parties, engagement parties, nightclub VIP nights, trendy fashion shows","Cool, Cold"
242,https://storage.googleapis.com/raven-media-bucket/image/outfits/242.jpeg,"Striped sweater vest, khaki pants, camel topcoat, penny loafers",Urban Preppy,"Alumni events, college reunions, Ivy League-inspired gatherings, country club parties, upscale brunches, classic dinners, yacht parties, preppy-themed occasions","Cool, Cold"
243,https://storage.googleapis.com/raven-media-bucket/image/outfits/243.jpeg,"Silk button-down shirt, leather trousers, Chelsea boots",Refined Rockstar,"Rockstar-themed events, upscale concerts, trendy nightclub, alternative formal parties, indie art shows, upscale dinner, fine dining, bachelor parties, cocktails","Cool, Cold"
244,https://storage.googleapis.com/raven-media-bucket/image/outfits/244.jpeg,"Black turtleneck, black suit, black derby shoes",Modern Minimalist,"Business meetings, upscale networking, corporate events, formal dinners, modern art gallery openings, minimalistic fashion shows, contemporary theater nights","Cold, Winter"
245,https://storage.googleapis.com/raven-media-bucket/image/outfits/245.jpeg,"Patterned silk shirt, distressed jeans, chunky boots",Formal Grunge,"Art gallery openings, alternative weddings, creative formal events, hipster parties, music industry gatherings, cultural performances, upscale dinners, nightclub, bachelar parties","Cool, Cold"
246,https://storage.googleapis.com/raven-media-bucket/image/outfits/246.jpeg,"Satin dress shirt, pinstripe trousers, shiny loafers",Retro Glam,"Glamorous parties, bachelar parties, engagement parties, business meeting, elegant receptions, upscale dinners, upscale brunch, fine dining, art gallery openings","Cool, Cold"
247,https://storage.googleapis.com/raven-media-bucket/image/outfits/247.jpeg,"White dress shirt, charcoal trousers, charcoal coat, black brogues",Classic Chic,"Formal weddings, upscale dinners, theater nights, opera performances, art gallery openings, luxury events, cultural celebrations, cocktails, fine dining","Cold, Winter"
248,https://storage.googleapis.com/raven-media-bucket/image/outfits/248.jpeg,"Floral dress shirt, corduroy trousers, faux fur-lined jacket, desert boots",Indie Artist,"Indie art shows, creative gatherings, alternative weddings, art gallery openings, vintage fashion shows, poetry readings, shopping, coffee shop performances","Cool, Cold"
249,https://storage.googleapis.com/raven-media-bucket/image/outfits/249.jpeg,"Paisley silk shirt, linen trousers, leather sandals",Bohemian Elegance," beachside receptions, artistic events, cultural festivals, summer evenings, exotic vacations, upscale tropical occasions, travel, island vacation","Warm, Hot"
250,https://storage.googleapis.com/raven-media-bucket/image/outfits/250.jpeg,"Turtleneck, wool trousers, monk strap shoes",Casual Sophistication,"Business-casual meetings, formal dinners, upscale presentations, theater nights, museum visits, sophisticated events, networking receptions, classic parties","Cool, Cold"
251,https://storage.googleapis.com/raven-media-bucket/image/outfits/251.jpeg,"Sweater vest, navy suit trousers, navy blazer, penny loafers",Preppy Cool,"Preppy-themed events, country club parties, upscale brunches, classic dinners, yacht parties, college reunions, Ivy League-inspired gatherings, formal receptions","Cool, Cold"
252,https://storage.googleapis.com/raven-media-bucket/image/outfits/252.jpeg,"Velvet dress shirt, high-waisted trousers, wingtip shoes",Vintage Dandy,"Formal art openings, upscale fashion shows, theatrical performances, luxurious dinners, elegant parties, vintage-inspired events, black-tie occasions, fine dining, nightclub","Cool, Cold"
253,https://storage.googleapis.com/raven-media-bucket/image/outfits/253.jpeg,"Sequined blazer, graphic tee, black jeans, studded boots",Grunge Glam,"Glam rock concerts, alternative fashion shows, music industry parties, edgy art openings, creative weddings, creative formal events, stylish underground parties, red carpet, bachelor party","Cool, Cold"
254,https://storage.googleapis.com/raven-media-bucket/image/outfits/254.jpeg,"Oversized pinstripe jacket, baggy dress pants, high-top sneakers",Old School Hip-Hop,"Hip-hop-themed events, throwback parties, urban formal gatherings, hip-hop fashion shows, classic nightclubs","Cool, Cold"
255,https://storage.googleapis.com/raven-media-bucket/image/outfits/255.jpeg,"Abstract print shirt, nuetral trousers, unique loafers",Artistic Edge,"Art gallery openings, creative gatherings, cultural events, modern fashion shows, artistic performances, gallery-inspired events, vacation, weekend gathering","Cool, Cold"
256,https://storage.googleapis.com/raven-media-bucket/image/outfits/256.jpeg,"White tuxedo shirt, black trousers, black coat, patent Oxford shoes",Classic Elegance,"galas, formal balls, charity fundraisers, opera nights, upscale dinners, awards ceremonies, theater openings, black tie weddings, cultural events","Cold, Winter"
257,https://storage.googleapis.com/raven-media-bucket/image/outfits/257.jpeg,"Ivory dinner jacket, black trousers, black loafers",Winter White,"Winter weddings, formal celebrations, black tie events, holiday parties, upscale winter soirees, theater premieres, luxury galas, opera nights","Cold, Winter"
258,https://storage.googleapis.com/raven-media-bucket/image/outfits/258.jpeg,"Black velvet jacket, black trousers, patent leather shoes",Velvet Opulence,"Exclusive parties, formal dinners, winter galas, red carpet events, charity balls, luxury celebrations, upscale benefits, opera nights","Cold, Winter"
259,https://storage.googleapis.com/raven-media-bucket/image/outfits/259.jpeg,"Midnight blue jacket, black trousers, patent Derby shoes",Midnight Blue Sophistication,"New Year's Eve parties, formal winter weddings, black tie events, luxury gatherings, upscale parties, theater premieres, corporate galas, business meeting, presentation, work meetings","Cold, Winter"
260,https://storage.googleapis.com/raven-media-bucket/image/outfits/260.jpeg,"Charcoal gray tweed jacket, black trousers, black monk strap shoes",Elegant Tweed,"Winter formal events, upscale dinners, theater nights, sophisticated parties, cultural performances, charity galas, luxury benefits, opera nights, business meeting, presentation","Cold, Winter"
261,https://storage.googleapis.com/raven-media-bucket/image/outfits/261.jpeg,"White tuxedo shirt, black trousers, black long coat, opera pumps, silver rings",Regal Prince,"Royal-themed events, winter balls, charity galas, opera nights, upscale dinners, cultural celebrations, embassy receptions, opera premieres","Cold, Winter"
262,https://storage.googleapis.com/raven-media-bucket/image/outfits/262.jpeg,"white dress shirt, black tuxedo, black loafers",Modern Monochrome,"Winter cocktail parties, formal winter gatherings, upscale dinners, black tie events, theater nights, luxury galas, opera premieres, charity benefits","Cold, Winter"
263,https://storage.googleapis.com/raven-media-bucket/image/outfits/263.jpeg,"Burgundy velvet jacket, black trousers, velvet loafers, white or black dress shirt",Luxurious Velvet,"Winter galas, upscale parties, sophisticated events, charity fundraisers, opera nights, black tie celebrations, luxury benefits, cultural receptions","Cold, Winter"
264,https://storage.googleapis.com/raven-media-bucket/image/outfits/264.jpeg,"Subtle silk pattern dress shirt, black suit, patent Derby shoes",Subtle Pattern,"Formal winter weddings, upscale dinners, black tie events, theater performances, luxury celebrations, cultural galas, opera nights, charity balls","Cold, Winter"
265,https://storage.googleapis.com/raven-media-bucket/image/outfits/265.jpeg,"Black sequined jacket, black trousers, patent loafers",Glamorous Sequins,"New Year's Eve parties, luxury winter events, upscale balls, red carpet celebrations, formal galas, charity fundraisers, awards ceremonies","Cold, Winter"
266,https://storage.googleapis.com/raven-media-bucket/image/outfits/266.jpeg,"Ivory dinner jacket, black trousers, patent dress shoes",Timeless Charm,"Winter weddings, upscale dinners, opera nights, black tie events, theater premieres, luxury celebrations, cultural galas, charity benefits","Cold, Winter"
267,https://storage.googleapis.com/raven-media-bucket/image/outfits/267.jpeg,"Midnight blue velvet jacket, black trousers, black loafers",Velvet Tuxedo Glam,"Exclusive winter parties, formal dinners, upscale galas, luxury celebrations, theater premieres, red carpet events, cultural benefits","Cold, Winter"
268,https://storage.googleapis.com/raven-media-bucket/image/outfits/268.jpeg,"Black embroidered jacket, black trousers, patent Derby shoes",Artistic Flair,"Art-themed events, creative black tie gatherings, upscale gallery openings, luxury celebrations, cultural galas, opera premieres, charity benefits","Cold, Winter"
269,https://storage.googleapis.com/raven-media-bucket/image/outfits/269.jpeg,"Dark green velvet jacket, black trousers, black loafers, white or black dress shirt",Masculine Velvet,"Exclusive winter parties, formal events, upscale dinners, theater premieres, luxury celebrations, charity galas, opera nights, corporate receptions, cocktail","Cold, Winter"
270,https://storage.googleapis.com/raven-media-bucket/image/outfits/270.jpeg,"Ivory dinner jacket, black trousers, white dress shirt, patent dress shoes",Vintage Glamour,"Winter weddings, formal balls, opera nights, upscale galas, charity fundraisers, theater premieres, cultural events, luxury benefits, cocktail","Cold, Winter"
271,https://storage.googleapis.com/raven-media-bucket/image/outfits/271.jpeg,"Black jacket, black trousers, patent Derby shoes",Bold Blue Accents,"Winter formal celebrations, upscale events, theater performances, black tie occasions, charity balls, awards ceremonies, opera nights","Cold, Winter"
272,https://storage.googleapis.com/raven-media-bucket/image/outfits/272.jpeg,"Deep purple velvet jacket, black trousers, velvet loafers",Royal Velvet,"Exclusive winter parties, formal dinners, upscale galas, luxury celebrations, theater premieres, opera nights, cultural events, awards ceremonies","Cold, Winter"
273,https://storage.googleapis.com/raven-media-bucket/image/outfits/273.jpeg,"Thermal base layer, fleece-lined hoodie, waterproof jacket, insulated pants, waterproof snow boots",Ski Resort Chic,"Skiing, snowboarding, winter sports, après-ski, lodge gatherings, winter outdoor activities, snowball fights, snowshoeing, snow tubing","Cold, Winter"
274,https://storage.googleapis.com/raven-media-bucket/image/outfits/274.jpeg,"Chunky sweatshirt, corduroy trousers, quilted down jacket, wool-lined hiking boots",Mountain Cabin Retreat,"Mountain cabin retreats, cozy evenings, snowshoeing, hot cocoa by the fire, snowy walks, winter stargazing, cabin board games","Cold, Winter"
275,https://storage.googleapis.com/raven-media-bucket/image/outfits/275.jpeg,"Turtleneck sweater, wool coat, slim-fit jeans, leather chukka boots",City Explorations,"Urban exploration, city sightseeing, winter city breaks, cultural outings, shopping trips, coffee shop visits, museum tours","Cold, Winter"
276,https://storage.googleapis.com/raven-media-bucket/image/outfits/276.jpeg,"Fisherman sweater, chino pants, classic peacoat, leather loafers",Coastal Getaway,"Beach walks, coastal sightseeing, seafood dinners, beach bonfires, coastal adventures, coastal photography, beachcombing","Cold, Winter"
277,https://storage.googleapis.com/raven-media-bucket/image/outfits/277.jpeg,"Henley shirt, sherpa-lined denim jacket, relaxed-fit joggers, high-top sneakers",Après-Ski Casual,"Post-skiing relaxation, après-ski gatherings, lodge activities, casual winter outings, lodge board games, fireside chats","Cold, Winter"
278,https://storage.googleapis.com/raven-media-bucket/image/outfits/278.jpeg,"Merino wool turtleneck, tailored wool overcoat, wool trousers, brogue boots",European Adventure,"European city exploration, cultural sightseeing, café hopping, winter markets, art gallery visits, historic site tours","Cold, Winter"
279,https://storage.googleapis.com/raven-media-bucket/image/outfits/279.jpeg,"Linen shirt, lightweight bomber jacket, cotton chinos, sneakers",Tropical Escape,"Beach vacations (cooler nights), tropical exploring, casual beachside dining, resort evenings, beach sunset viewing","Cool, Winter"
280,https://storage.googleapis.com/raven-media-bucket/image/outfits/280.jpeg,"Heavy-duty thermal shirt, insulated parka, cargo snow pants, snowmobile boots",Arctic Expedition,"Arctic expeditions, extreme cold weather activities, polar adventures, aurora borealis viewing, ice fishing, sled dog tours","Cold, Winter"
281,https://storage.googleapis.com/raven-media-bucket/image/outfits/281.jpeg,"Graphic crewneck sweatshirt, ripped skinny jeans, puffer jacket, high-top sneakers",Urban Street Style,"City outings, street exploration, casual winter hangouts, trendy urban looks, coffee shop visits, art gallery hopping","Cool, Winter"
282,https://storage.googleapis.com/raven-media-bucket/image/outfits/282.jpeg,"Wool blend henley, wool cardigan, outdoor pants, waterproof hiking boots",Wilderness Retreat,"Nature walks, cabin getaways, winter hikes, exploring forested areas, outdoor adventures, wildlife photography, starry nights","Cold, Winter"
283,https://storage.googleapis.com/raven-media-bucket/image/outfits/283.jpeg,"knit sweater, wool-blend peacoat, tweed trousers, leather lace-up boots",Nordic Charm,"Alpine lodges, winter lodges, holiday getaways, mountain escapes, cozy fireside evenings, après-ski relaxation, snowshoeing","Cold, Winter"
284,https://storage.googleapis.com/raven-media-bucket/image/outfits/284.jpeg,"henley, lightweight jacket, slim-fit cargo pants, leather sneakers",Southern Hemisphere Adventure,"Southern hemisphere exploring, warm winter destinations, mild climates, hiking, nature walks, sightseeing tours","Cool, fall"
285,https://storage.googleapis.com/raven-media-bucket/image/outfits/285.jpeg,"Flannel shirt, corduroy jeans, sherpa-lined trucker jacket, moc-toe boots",Lakeside Cabin Getaway,"Lakeside, travel, retreats, lakeside activities, fishing, cabin relaxation, nature photography","Cold, Winter"
286,https://storage.googleapis.com/raven-media-bucket/image/outfits/286.jpeg,"Cable-knit turtleneck, wool blazer, wool trousers, leather dress boots",Vintage Ski Lodge,"Ski lodges, fireside gatherings, après-ski relaxation, winter mountain resorts, wine and cheese evenings, winter wine tastings","Cold, Winter"
287,https://storage.googleapis.com/raven-media-bucket/image/outfits/287.jpeg,"Lightweight crewneck sweater, linen shorts, windbreaker, leather sandals",Mediterranean Escape,"Mediterranean vacations (cool evenings), coastal walks, exploring historic sites, cultural outings, seaside dining","Cool, Winter"
288,https://storage.googleapis.com/raven-media-bucket/image/outfits/288.jpeg,"Thermal henley, faux shearling jacket, tapered cargo pants, desert boots",Desert Adventure,"Desert exploration (chilly nights), stargazing, desert bonfires, adventurous desert activities, camel riding","Cool, Winter"
289,https://storage.googleapis.com/raven-media-bucket/image/outfits/289.jpeg,"Cashmere crew-neck sweater, wool overcoat, dress trousers, leather monk strap shoes",Alpine Lodge Luxury,"Luxury lodges, high-end winter vacations, formal winter gatherings, elegant evenings, upscale dining, wine tastings","Cold, Winter"
290,https://storage.googleapis.com/raven-media-bucket/image/outfits/290.jpeg,"Wool turtleneck, tweed overcoat, dark jeans, loafers-style boots",Vineyard Retreat,"Vineyard winter visits, wine tastings, vineyard tours, elegant dinners, winery events, wine and cheese evenings","Cold, Winter"
291,https://storage.googleapis.com/raven-media-bucket/image/outfits/291.jpeg,"Chambray shirt, knit pullover sweater, slim-fit jeans, leather sneakers",Beach Bonfire Evening,"Beach bonfires, casual beach evenings, seaside gatherings, relaxed beachside outings, coastal photography","Cold, Winter"
292,https://storage.googleapis.com/raven-media-bucket/image/outfits/292.jpeg,"Classic white tuxedo shirt, black shawl collar tuxedo jacket, black tuxedo trousers, patent leather oxford shoes, black bow tie, black suspenders",Old Hollywood Glamour,"Winter galas, formal balls, charity fundraisers, opera nights, upscale dinners, awards ceremonies, theater openings","Cold, Winter"
293,https://storage.googleapis.com/raven-media-bucket/image/outfits/293.jpeg,"White pleated tuxedo shirt, black peak lapel tuxedo jacket, black tuxedo trousers, two-tone wingtip dress shoes, black silk bow tie, pocket square, cufflinks",Gatsby's Elegance,"Formal parties, black tie events, themed soirées, upscale celebrations, wedding receptions, luxury gatherings, elegant evenings","Cold, Winter"
294,https://storage.googleapis.com/raven-media-bucket/image/outfits/294.jpeg,"Ivory wingtip collar dress shirt, deep burgundy velvet dinner jacket, black wool dress trousers, velvet loafers with tassel detail, black silk bow tie",Vintage Opera Night,"Opera nights, winter weddings, upscale winter celebrations, gala events, theater premieres, luxury formal dinners","Cold, Winter"
295,https://storage.googleapis.com/raven-media-bucket/image/outfits/295.jpeg,"Light pink dress shirt with club collar, brown houndstooth wool blazer, grey flannel trousers, two-tone spectator shoes",Jazz Age Soiree,"Vintage-themed parties, formal gatherings, art and culture events, stylish evenings, sophisticated celebrations","Cold, Winter"
296,https://storage.googleapis.com/raven-media-bucket/image/outfits/296.jpeg,"charcal grey suits, charcoal grey double-breasted overcoat, grey wool trousers, black cap-toe derby shoes, wool cream-colored scarf, leather gloves",Classic Film Star,"Red carpet events, film premieres, winter galas, formal nights out, upscale dinners, sophisticated gatherings","Cold, Winter"
297,https://storage.googleapis.com/raven-media-bucket/image/outfits/297.jpeg,"White dress shirt with rounded collar, olive green tweed suit jacket, brown corduroy trousers, brown brogue boots, patterned wool tie, pocket square",Vintage English Gent,"Winter weddings, semi-formal gatherings, cultural events, country club dinners, upscale social outings","Cold, Winter"
298,https://storage.googleapis.com/raven-media-bucket/image/outfits/298.jpeg,"Light blue dress shirt with contrast collar, navy blue three-piece suit, matching trousers with wide leg, two-tone wingtip brogues",Art Deco Dapper,"Formal events, art and design functions, gallery openings, upscale parties, vintage-themed soirées, elegant evenings","Cold, Winter"
299,https://storage.googleapis.com/raven-media-bucket/image/outfits/299.jpeg,"Pale pink dress shirt with detachable collar, grey wool waistcoat, grey pinstripe suit trousers, brown leather oxford shoes, bow tie, newsboy cap",Roaring Twenties Charm,"Vintage-themed events, formal parties, speakeasy nights, elegant soirées, upscale dinners, themed celebrations","Cold, Winter"
300,https://storage.googleapis.com/raven-media-bucket/image/outfits/300.jpeg,"Crisp white military-inspired dress shirt, dark navy officer's coat, charcoal grey dress trousers, high-shine leather combat boots, trench coat belt",Vintage Military Formal,"Formal military events, winter ceremonies, historic reenactments, formal parades, gala dinners, heritage celebrations","Cold, Winter"
